DOI	Title	Authors	Abstract	Journal	Date
10.1073/pnas.2506437122	Muscle-specific increased expression of JAG1 improves the skeletal muscle phenotype in dystrophin-deficient mice.	de Souza Leite F; Lambert MR; Zhang TY; Conner JR; Paulo JA; Oliveira SF; Guha Thakurta S; Bowles J; Gussoni E; Gygi SP; Widrick JJ; Kunkel LM	Therapeutic strategies for Duchenne muscular dystrophy (DMD) will likely require complementary approaches. One possibility is to explore genetic modifiers that improve muscle regeneration and function. The beneficial effects of the overexpression of Jagged-1 were described in escaper golden retriever muscular dystrophy (GRMD) dogs that had a near-normal life and validated in dystrophin-deficient zebrafish. To clarify the underlying biology of JAG1 overexpression in dystrophic muscles, we generated a transgenic mouse (mdx(5cv)-JAG1) model that lacks dystrophin and overexpresses human JAG1 in striated muscles. Skeletal muscles from mdx(5cv)-JAG1 and mdx(5cv) mice were studied at 1-, 4-, and 12-mo time points. JAG1 expression in mdx(5cv)-JAG1 increased by 3 to 5 times compared to mdx(5cv). Consequently, mdx(5cv)-JAG1 muscles were significantly bigger and stronger than dystrophic controls, along with an increased number of myofibers. Proteomics data show increased dysferlin in mdx(5cv)-JAG1 muscles and an association of the histone methyltransferase Nsd1 with the phenotype. Our data support the positive effect of JAG1 overexpression in dystrophic muscles.	Proc Natl Acad Sci U S A	30/09/2025
10.1001/jama.2024.3172	Acetaminophen Use During Pregnancy and Children&#x27;s Risk of Autism, ADHD, and Intellectual Disability.	Ahlqvist VH; Sjöqvist H; Dalman C; Karlsson H; Stephansson O; Johansson S; Magnusson C; Gardner RM; Lee BK	IMPORTANCE: Several studies suggest that acetaminophen (paracetamol) use during pregnancy may increase risk of neurodevelopmental disorders in children. If true, this would have substantial implications for management of pain and fever during pregnancy. OBJECTIVE: To examine the associations of acetaminophen use during pregnancy with children&#x27;s risk of autism, attention-deficit/hyperactivity disorder (ADHD), and intellectual disability. DESIGN, SETTING, AND PARTICIPANTS: This nationwide cohort study with sibling control analysis included a population-based sample of 2 480 797 children born in 1995 to 2019 in Sweden, with follow-up through December 31, 2021. EXPOSURE: Use of acetaminophen during pregnancy prospectively recorded from antenatal and prescription records. MAIN OUTCOMES AND MEASURES: Autism, ADHD, and intellectual disability based on International Classification of Diseases, Ninth Revision and International Classification of Diseases, Tenth Revision codes in health registers. RESULTS: In total, 185 909 children (7.49%) were exposed to acetaminophen during pregnancy. Crude absolute risks at 10 years of age for those not exposed vs those exposed to acetaminophen were 1.33% vs 1.53% for autism, 2.46% vs 2.87% for ADHD, and 0.70% vs 0.82% for intellectual disability. In models without sibling control, ever-use vs no use of acetaminophen during pregnancy was associated with marginally increased risk of autism (hazard ratio [HR], 1.05 [95% CI, 1.02-1.08]; risk difference [RD] at 10 years of age, 0.09% [95% CI, -0.01% to 0.20%]), ADHD (HR, 1.07 [95% CI, 1.05-1.10]; RD, 0.21% [95% CI, 0.08%-0.34%]), and intellectual disability (HR, 1.05 [95% CI, 1.00-1.10]; RD, 0.04% [95% CI, -0.04% to 0.12%]). To address unobserved confounding, matched full sibling pairs were also analyzed. Sibling control analyses found no evidence that acetaminophen use during pregnancy was associated with autism (HR, 0.98 [95% CI, 0.93-1.04]; RD, 0.02% [95% CI, -0.14% to 0.18%]), ADHD (HR, 0.98 [95% CI, 0.94-1.02]; RD, -0.02% [95% CI, -0.21% to 0.15%]), or intellectual disability (HR, 1.01 [95% CI, 0.92-1.10]; RD, 0% [95% CI, -0.10% to 0.13%]). Similarly, there was no evidence of a dose-response pattern in sibling control analyses. For example, for autism, compared with no use of acetaminophen, persons with low (&lt;25th percentile), medium (25th-75th percentile), and high (&gt;75th percentile) mean daily acetaminophen use had HRs of 0.85, 0.96, and 0.88, respectively. CONCLUSIONS AND RELEVANCE: Acetaminophen use during pregnancy was not associated with children&#x27;s risk of autism, ADHD, or intellectual disability in sibling control analysis. This suggests that associations observed in other models may have been attributable to familial confounding.	JAMA	09/04/2024
10.1212/WNL.0000000000214144	Intrinsic Capacity Defined Using 4 Domains, Genetic Risk, and Incident Parkinson Disease: A Prospective Cohort Study.	Hu W; Tian G; Wang JN; Ma YB; Zheng ZA; Feng TJ; Niu XX; Yan YN; Liu BP; Jia CX	BACKGROUND AND OBJECTIVES: Intrinsic capacity (IC), a World Health Organization-defined measure of healthy aging, has been linked to several neurologic disorders but has not been extrapolated to Parkinson disease (PD). The study aimed to explore the association between IC and incident PD and whether genetic risk modulated this association. METHODS: This longitudinal analysis used data from the UK Biobank, a prospective cohort study designed to investigate the impact of genetic and environmental factors on health outcomes. Participants were voluntarily recruited from 22 assessment centers across the United Kingdom between 2006 and 2010. Individuals with IC component data and without pre-existing PD or dementia at baseline were included. The IC deficit score was derived from 4 domains: psychological (exhaustion and sleep duration), sensory (visual and hearing impairments), vitality (grip strength and weight loss), and locomotor function (walking speed), while the cognitive domain was not assessed. Genetic risk was estimated by polygenic risk score, and incident PD was identified using an algorithm. Cox proportional hazard models were used to calculate the hazard ratios (HRs) and 95% CIs. RESULTS: Of the 401,791 participants (mean age [SD], 56.6 [8.0] years; 53.8% female) included, 2,763 (0.69%) developed PD during a median follow-up of 12.3 years. The HR (95% CI) for incident PD was 1.82 (1.50-2.20) in individuals with IC deficit scores of 4+ compared with those with 0. Each 1-point increment in IC deficit was associated with a 16% (95% CI 12%-20%) increased risk of PD. Low IC was associated with a 68% (95% CI 48%-91%) higher risk of incident PD. Individuals with low IC and high genetic risk were at the highest PD risk (HR = 3.01; 95% CI 2.40-3.78). High genetic risk attenuated the protective role of high IC (HR [95% CI]: 0.45 [0.35-0.58] in low risk vs 0.72 [0.59-0.88] in high risk; P for interaction = 0.002), but high IC was still associated with a diminished risk of PD in the high-risk group. DISCUSSION: High IC was associated with a decreased risk of PD, even in genetically high-risk individuals. The absence of the cognitive domain may limit understanding of the association.	Neurology	21/10/2025
10.1126/scitranslmed.ads5769	Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice.	Gao F; Tom E; Rydz C; Cho W; Kolesnikov AV; Sha Y; Papadam A; Jafari S; Joseph A; Ahanchi A; Balalaei Someh Saraei N; Lyon DC; Foik A; Nie Q; Grassmann F; Kefalov VJ; Skowronska-Krawczyk D	The retina is uniquely enriched in polyunsaturated fatty acids (PUFAs), primarily localized in cell membranes, where they govern membrane biophysical properties. During aging, alterations in lipid metabolism lead to reduced content of very long-chain PUFAs (VLC-PUFAs) in the retina, which is associated with normal age-related reductions in contrast sensitivity, diminished photoreceptor function and delayed rod-mediated dark adaptation recovery, and pathological age-related macular degeneration (AMD). ELOVL2 (elongation of very long chain fatty acids-like 2) encodes a transmembrane protein that produces precursors to docosahexaenoic acid (DHA) and VLC-PUFAs. The methylation status of the ELOVL2 promoter is currently one of the best predictors of chronological age. Here, we show that lower VLC-PUFA abundance in the aged mouse retina is accompanied by a reduction in visual function. Similarly, mice lacking ELOVL2-specific enzymatic activity (Elovl2(C234W)) demonstrate reduced contrast sensitivity and slower rod-mediated dark adaptation. Intravitreal supplementation with the direct product of ELOVL2, 24:5n-3, in aged animals improved visual function for up to 4 weeks and reduced accumulation of APOE- and C3d-positive sub-RPE deposits. The gene expression pattern observed in supplemented retinas exhibited a partial rejuvenation profile, including decreased expression of aging-related genes and a transcriptomic signature resembling younger retinas. Last, human genetic data from the IAMDGC and UK Biobank linked two variants in the ELOVL2 locus with the onset of intermediate AMD, underlining the translational importance of our findings. Our work highlights VLC-PUFA supplementation as a potential therapeutic opportunity and defines ELOVL2 as a promising target for interventions to prevent age-related vision loss.	Sci Transl Med	24/09/2025
10.1161/CIRCULATIONAHA.124.072312	PYGM Protects Against Myocardial Infarction by Enhancing Glycogenolysis and Facilitating Autophagic Flux.	Gan J; Zhao R; Zheng D; Peng Y; Wu M; Sun F; An R; Xu A; Chen M; Li Y; Lei W; Lin Z; Wu F	BACKGROUND: PYGM (muscle glycogen phosphorylase), the rate-limiting enzyme in glycogenolysis, plays an indispensable role in maintaining cardiac energy metabolism. However, the role of PYGM in the pathogenesis of myocardial infarction (MI) remains unclear. METHODS: The expression profiles of PYGM in cardiac tissues and plasma samples from subjects with MI were assessed using immunoblotting. The role of PYGM in MI was determined by evaluating the effects of PYGM deficiency and its replenishment through adeno-associated virus-mediated PYGM expression in mice with MI. RESULTS: We found that circulating PYGM levels and their cardiac contents were significantly decreased in patients with MI, which was associated with impaired cardiac function. Loss of PYGM significantly exacerbated MI-induced cardiac dysfunction and damage in mice, and replenishment of PYGM profoundly reversed these adverse effects. Mechanistically, PYGM enhanced glycogenolysis by activating glycolysis and the pentose phosphate pathway, thereby improving cardiac energy homeostasis and mitigating oxidative stress. In addition, PYGM improved MI-induced autophagic flux obstacles and alleviated MI-induced cardiac damage by suppressing the expression of Thbs1 (thrombospondin-1). Moreover, genetic deficiency or pharmacological blockage of autophagy attenuated the protective effects of PYGM against MI-induced cardiac injury, and cardiac-specific knockdown of Thbs1 substantially improved the adverse impact of MI on cardiac dysfunction and damage in PYGM-null mice. CONCLUSIONS: PYGM safeguards against MI-induced myocardial injury by stimulating glycogenolysis and promoting autophagic flux, thus preserving myocardial energy homeostasis.	Circulation	24/09/2025
10.1016/j.devcel.2025.07.002	Emerging insights into lineage plasticity in pancreatic cancer initiation, progression, and therapy resistance.	Zhang X; Du Y; Behrens A; Lan L	Lineage plasticity, the ability of cells to switch from one specialized identity to another, is a fundamental cellular process in embryonic development and tissue regeneration. The process is often hijacked by tumor cells at various stages to facilitate cancer initiation, progression, metastasis, and therapy resistance. It is also recognized as a key contributor to intratumor heterogeneity (ITH). In pancreatic ductal adenocarcinoma (PDAC), lineage plasticity is central to acinar-to-ductal metaplasia (ADM) and its associated acinar-to-ductal reprogramming (ADR), epithelial-mesenchymal transition (EMT), cancer stem cell (CSC) regeneration, and molecular subtype rewiring. These mechanisms generate diverse lineage trajectories that shape PDAC development, progression, and therapeutic outcomes. In this review, we discuss how normal and tumor cells in the pancreatic epithelium acquire lineage plasticity and its implications for PDAC pathogenesis, ITH, metastasis, and therapy resistance. We also highlight recent discoveries suggesting potential therapeutic strategies targeting key regulators of lineage plasticity in PDAC.	Dev Cell	22/09/2025
10.1111/all.70060	Distinct Roles of IL-4, IL-13, and IL-22 in Human Skin Barrier Dysfunction and Atopic Dermatitis.	D&#x27;Avino P; Kim J; Li M; Gessner P; Westermann P; Pat Y; Beha C; Traidl-Hoffmann C; Bost J; Gaudenzio N; Messner CB; Akdis CA; Mitamura Y	BACKGROUND: Atopic dermatitis (AD) is a chronic type-2 inflammatory skin disease characterized by eczema and epithelial barrier dysfunction. Along with the type-2 cytokines IL-4 and IL-13, IL-22 contributes to AD pathogenesis. To date, most skin studies rely on reconstructed keratinocytes, which do not represent the real skin response. OBJECTIVE: Here, we report the distinct effects of IL-4, IL-13, and IL-22 on bio-stabilized human skin with intact barriers and immune cells. METHODS: Spatial transcriptomics on AD-lesions and non-lesional skin was performed. Ex vivo skin barrier integrity was evaluated using electrical impedance spectroscopy (EIS), RNA-sequencing, and untargeted proteomics, complemented by analyses of skin biopsies from dupilumab-treated AD patients. RESULTS: Spatial transcriptomics demonstrated that AD lesions showed reduced expression of key barrier genes, including CLDN1, FLG, and FLG2. IL-4, IL-13, and IL-22 disrupted the skin barrier in the ex vivo human skin. Combining type-2 cytokines and IL-22 alone downregulated genes critical for barrier function and keratinization. In addition, IL-4 and IL-13 downregulated antimicrobial peptides, while IL-22 upregulated them. Interestingly, IL-4 and IL-13 reduced IL-22Rα1, and IL-22 upregulated IL-4Rα, suggesting immune cross-regulation. Proteomic analysis confirmed that all three cytokines (IL-4, IL-13, and IL-22) reduced the expression of key skin barrier proteins, particularly filaggrin and claudin-1. Dupilumab treatment of AD patients for 3 months restored IL-4/IL-13-dysregulated genes, whereas it had limited effect on IL22-associated pathways. CONCLUSION: This comprehensive study provides insights into the distinct immune profiles following IL-4, IL-13, and IL-22 stimulation on human skin, highlighting their complex interplay in disrupting skin barrier function and modulating innate immune responses.	Allergy	23/09/2025
10.1136/gutjnl-2025-335103	Gastrin-dependent expansion of Cck2r(+) corpus progenitors accelerates ulcer healing and inhibits gastric dysplasia.	Zheng B; Kobayashi H; Tu R; Huang K; Zhi X; Lian G; Wu F; Qian J; Ochiai Y; Waterbury QT; Malagola E; Lu J; Hata M; Zeng Y; Zheng H; Zhang P; Li S; Zamechek L; Wang X; Chen F; Wang TC	BACKGROUND: The cholecystokinin-2/gastrin receptor (Cck2r) is expressed in corpus isthmus progenitor, enterochromaffin-like and parietal cells, regulating acid secretion and cell turnover. However, the role of gastrin on Cck2r progenitors during mucosal regeneration remains unexplored. OBJECTIVE: To study the role of gastrin-Cck2r axis and corpus progenitors during gastric injury and regeneration. DESIGN: We generated Cck2r-CreERT2; Gastrin-DTR-p2A-TdTomato; Rosa26-ZsGreen mice to trace corpus Cck2r(+) progenitors during homeostasis and injury, under conditions of hypogastrinaemia and hypergastrinaemia. Injury models included acute ulceration, chronic H. pylori gastritis and N-Nitroso-N-Methylurea (MNU) exposure. RESULTS: Hypergastrinaemia significantly expanded Cck2r(+) isthmus progenitors, whereas hypogastrinaemia reduced them. Gastric ulceration induced a twofold elevation in plasma gastrin by day 14, antral G-cell expansion and complete ulcer healing by day 28. Gastrin infusion or proton pump inhibitor (PPI) treatment further elevated gastrin and promoted complete ulcer healing by day 14, whereas G-cell ablation minimised gastrin, impaired healing and abrogated the benefits of PPI (p&lt;0.05). The vagus nerve, through the muscarinic receptor 3, mediated both gastrin elevations and Cck2r(+) progenitor expansion during ulcer healing. G-cell ablation in H. pylori-infected mice increased colonisation and exacerbated inflammation, atrophy, metaplasia and dysplasia (p&lt;0.05), while hypergastrinaemia was protective. Similarly, in the MNU model, G-cell ablation worsened gastric pathology while hypergastrinaemia mitigated it. CONCLUSIONS: We report a novel role for G-cell-derived gastrin in ulcer healing. Hypogastrinaemia is a risk factor for poor ulcer healing, corpus atrophy and potentially cancer, while physiological gastrin responses are protective. PPI-induced hypergastrinaemia plays a key role in ulcer healing, and gastrin signalling may prevent gastric preneoplasia.	Gut	22/09/2025
10.1136/thorax-2024-222397	Proteomics-based risk prediction and drug targets identification for chronic obstructive pulmonary disease.	Zhang Y; Ye Z; Yang S; Zhang Y; Huang Y; Xiang H; Wu Y; Zhang Y; Gan X; Qin X	BACKGROUND: Chronic obstructive pulmonary disease (COPD) is a leading cause of global mortality, yet existing risk prediction models remain limited. This study aimed to develop and validate a protein-based risk score for COPD, comparing its performance against COPD polygenic risk scores (PRSs) and clinical risk factors, while exploring underlying biological pathways and causal protein-disease associations. METHODS: The study analysed 27 796 UK Biobank participants from England (70% training and 30% testing set) and 3534 from Scotland/Wales (validation cohort). Least absolute shrinkage and selection operator regression identified predictive proteins in the training set, with model performance assessed using Harrell&#x27;s C-index, Net Reclassification Improvement (NRI) and Integrated Discrimination Improvement Index (IDI). Pathway and Mendelian randomisation (MR) analyses explored biological mechanisms and causal effects. RESULTS: In the testing set, a developed 32-protein risk score strongly predicted incident COPD with high accuracy (C-index 0.826, 95% CI 0.803 to 0.849). It outperformed PRS (C-index 0.510, 95% CI 0.478 to 0.542) and matched clinical models (C-index 0.845, 95% CI 0.823 to 0.867). A simplified 10-protein panel retained robust performance (C-index 0.816, 95% CI 0.792 to 0.840). Adding the protein scores to clinical factors improved risk reclassification (NRI 0.251-0.318; IDI: 0.042-0.064). MR analysis identified ADM and SCGB1A1 as protective, while MMP12 and TNFRSF10A increased risk. Pathway analysis implicated inflammation and extracellular remodelling. Chitinase-3-like protein 1 and matrix metalloproteinase-9 were central players in the protein-protein interaction network. Similar results were found in the validation cohort. CONCLUSION: Protein biomarkers outperform genetic risk scores and complement clinical factors for COPD prediction, with a streamlined 10-protein panel offering clinical feasibility. The study identifies novel pathways and causal therapeutic targets. Further validation is needed prior to routine clinical implementation.	Thorax	24/09/2025
10.1200/JCO-25-00925	Five-Year Outcomes of the POLARIX Study Comparing Pola-R-CHP and R-CHOP in Patients With Diffuse Large B-Cell Lymphoma.	Morschhauser F; Salles G; Sehn LH; Herrera AF; Friedberg JW; Trněný M; Lenz G; Sharman JP; Herbaux C; Burke JM; Matasar M; Collins GP; Mehta-Shah N; Oberic L; Chauchet A; Jurczak W; Song Y; Pinto A; Rai S; Izutsu K; Greil R; Mykhalska L; Bergua-Burgués JM; Cheung MC; Shin HJ; Hapgood G; Munhoz E; Abrisqueta P; Gau JP; Jiang Y; McCall B; Chohan S; Sugidono M; Yan M; Batlevi CL; Tilly H; Flowers CR	In the POLARIX study (ClinicalTrials.gov identifier: NCT03274492), polatuzumab vedotin plus rituximab, cyclophosphamide, doxorubicin, and prednisone (Pola-R-CHP) showed a significant progression-free survival (PFS) benefit versus rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP) in patients with previously untreated intermediate- or high-risk diffuse large B-cell lymphoma (DLBCL; median follow-up: 28 months). In this 5-year update, sustained PFS benefits favoring Pola-R-CHP were observed. In the global intention-to-treat population (N = 879; median follow-up: 64.1 months), Pola-R-CHP demonstrated a significant PFS benefit over R-CHOP (hazard ratio [HR], 0.77 [95% CI, 0.62 to 0.97]), with 5-year PFS rates of 64.9% (95% CI, 59.8 to 70.0) and 59.1% (95% CI, 53.9 to 64.3), respectively. Although not statistically significant, overall survival analysis showed a HR of 0.85 (95% CI, 0.63 to 1.15) at the 5-year data cut compared with 0.94 (95% CI, 0.67 to 1.33) at the 2-year data cut. In the expanded population, 46 and 62 patients had lymphoma-related deaths in the Pola-R-CHP and R-CHOP arms, respectively. Exploratory analyses showed favorable 5-year survival rates with Pola-R-CHP in high-risk subgroups, including activated B-cell DLBCL and International Prognostic Index score 3-5. Long-term tolerability was similar between treatment arms. Findings confirm Pola-R-CHP represents a standard of care for frontline treatment of DLBCL.	J Clin Oncol	24/09/2025
10.1002/edm2.70113	Evaluating the Rates of Pancreatitis and Pancreatic Cancer Among GLP-1 Receptor Agonists: A Systematic Review and Meta-Analysis of Randomised Controlled Trials.	Wen J; Nadora D; Bernstein E; How-Volkman C; Truong A; Joy B; Kou M; Muttalib Z; Alam A; Frezza E	AIMS: This meta-analysis evaluates the rates of pancreatitis/pancreatic cancer among glucagon-like peptide-1 receptor agonists (GLP-1 RAs) in randomised controlled trials (RCTs). METHODS: Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA), a systematic search was performed in PubMed, Embase, and Cochrane Library for GLP-1 RA RCTs that evaluated pancreatitis/pancreatic cancer. A meta-analysis was conducted to evaluate this risk; subgroup analysis was performed with and without background medications. RESULTS: 62 studies utilising dulaglutide, exenatide, liraglutide, semaglutide, beinaglutide, retatrutide, or tirzepatide, with 66,232 patients, mean age of 58.3 years (14.4 to 68), and mean follow-up of 43.5 weeks (1 to 198) were included in this study. Meta-analysis showed a significantly increased risk of pancreatitis (RR: 1.44, 95% CI 1.09-1.89, p = 0.009), but not when stratified by background medications (RR: 1.28, 95% CI 0.87-1.87) and without background medications (RR: 1.37, 95% CI 0.91-2.05). Pancreatic cancer and GLP-1 RA use showed no significant association (RR: 1.30, 95% CI 0.86-1.97). However, a significant increase was found with background medications (RR: 1.85, 95% CI 1.05-3.26, p = 0.03), but not without (RR: 0.81, 95% CI 0.43-1.55). CONCLUSION: GLP-1 RAs carry a slightly increased risk of pancreatitis, which is not significant when stratified by background medication use. Overall risk for pancreatic cancer was not observed, but a slight association was found when stratified with background medications. However, this difference is likely minimal, given the numerous studies excluded from the meta-analysis where both treatment arms had zero events.	Endocrinol Diabetes Metab	01/09/2025
10.1007/s10654-021-00754-4	Prenatal and postnatal exposure to acetaminophen in relation to autism spectrum and attention-deficit and hyperactivity symptoms in childhood: Meta-analysis in six European population-based cohorts.	Alemany S; Avella-García C; Liew Z; García-Esteban R; Inoue K; Cadman T; López-Vicente M; González L; Riaño Galán I; Andiarena A; Casas M; Margetaki K; Strandberg-Larsen K; Lawlor DA; El Marroun H; Tiemeier H; Iñiguez C; Tardón A; Santa-Marina L; Júlvez J; Porta D; Chatzi L; Sunyer J	The potential etiological role of early acetaminophen exposure on Autism Spectrum Conditions (ASC) and Attention-Deficit/Hyperactivity Disorder (ADHD) is inconclusive. We aimed to study this association in a collaborative study of six European population-based birth/child cohorts. A total of 73,881 mother-child pairs were included in the study. Prenatal and postnatal (up to 18 months) acetaminophen exposure was assessed through maternal questionnaires or interviews. ASC and ADHD symptoms were assessed at 4-12 years of age using validated instruments. Children were classified as having borderline/clinical symptoms using recommended cutoffs for each instrument. Hospital diagnoses were also available in one cohort. Analyses were adjusted for child and maternal characteristics along with indications for acetaminophen use. Adjusted cohort-specific effect estimates were combined using random-effects meta-analysis. The proportion of children having borderline/clinical symptoms ranged between 0.9 and 12.9% for ASC and between 1.2 and 12.2% for ADHD. Results indicated that children prenatally exposed to acetaminophen were 19% and 21% more likely to subsequently have borderline or clinical ASC (OR = 1.19, 95% CI 1.07-1.33) and ADHD symptoms (OR = 1.21, 95% CI 1.07-1.36) compared to non-exposed children. Boys and girls showed higher odds for ASC and ADHD symptoms after prenatal exposure, though these associations were slightly stronger among boys. Postnatal exposure to acetaminophen was not associated with ASC or ADHD symptoms. These results replicate previous work and support providing clear information to pregnant women and their partners about potential long-term risks of acetaminophen use.	Eur J Epidemiol	01/10/2021
10.1016/j.phymed.2025.157262	Liquiritin in Chaihu-shugan-san alleviates Parkinson&#x27;s Disease via PPARα-mediated inhibition of SCD1/FADS2-dependent Ferroptosis.	Cai Y; Huang G; Shan C; Zhang X; YuYan L; Fu Y; Ren M; Yan T; Xu M; Zhu L	BACKGROUND: Parkinson&#x27;s disease (PD) is a progressive neurodegenerative disorder with increasing global prevalence. Chaihu-shugan-san (CSS) is a Chinese medicine compound with reported neuroprotective properties. However, the precise bioactive constituents and underlying mechanisms of CSS in the context of PD remain poorly defined. PURPOSE: This study aimed to systematically evaluate the therapeutic potential of CSS, characterize its bioactive constituents, and elucidate the potential molecular mechanisms in PD. METHODS: A network pharmacology-bioinformatics framework was established to predict the potential targets of CSS in PD. MPTP-induced PD mouse models were validated by behavioral tests, histopathology (HE staining), immunohistochemistry (IHC), and Western blot (WB). Machine learning and ROC curve analysis pinpointed key ferroptosis-related genes linked to CSS and PD, with functional enrichment highlighting possible pathways. Further validation was performed using IHC, GPx, MDA, and WB assays. UPLC-MS/MS was employed to characterize bioactive CSS components, followed by druggability screening, molecular docking, and molecular dynamics (MD) simulations. In vitro, MES23.5 cells exposed to MPP⁺ were used to evaluate the neuroprotective effects of Liquiritin (LIQ), the principal active compound in CSS, via CCK-8, LDH, oxidative stress markers (GPx, MDA), lipid peroxidation (C11-BODIPY), iron accumulation (FerroOrange), and WB. Additional validation of ferroptosis modulation was performed in vivo and in vitro. RESULTS: Multidisciplinary investigations employing prediction and experimental validation consistently demonstrated the neuroprotective effects of CSS against MPTP-induced PD mouse. Machine learning, ROC curve analysis and in vivo validation identified CSS ameliorates PD by inhibiting ferroptosis through PPARα activation. Intriguingly, CSS exhibited therapeutic potential by counteracting ferroptosis-triggered PD-like pathological manifestations in mice. Integrated analysis involving UPLC-MS/MS, druggability screening, molecular docking and MD simulations demonstrated LIQ to be a core bioactive compound in CSS. Mechanistic studies revealed that LIQ protects against MPP(+)- or erastin-induced ferroptosis in MES23.5 cells via activation of the PPARα/SCD1/FADS2 pathway. Pharmacological inhibition of PPARα abolished LIQ&#x27;s protective effects against both ferroptosis and PD progression, definitively establishing PPARα activation as essential for LIQ-mediated neuroprotection. CONCLUSION: LIQ, a major bioactive component of CSS, ameliorates PD pathology by inhibiting ferroptosis through activation of the PPARα/SCD1/FADS2 signaling pathway. These findings uncover a novel anti-ferroptosis mechanism and provide a promising therapeutic framework for the prevention and treatment of PD.	Phytomedicine	15/09/2025
10.1016/j.ejca.2025.115789	(177)Lu-PSMA vs. cabazitaxel in patients with castration-resistant prostate cancer: Real-world efficacy and safety data from the ARON-3 study.	Mandel P; Groener D; Follacchio G; Ürün Y; Bourlon MT; Sabet A; Grünwald F; Tural D; Büttner T; Kopp RM; Taha T; Chun FK; Facchini G; Myint ZW; Seront E; Conteduca V; Quiroga MNG; Aurilio G; Palacios GA; Bögemann M; Roviello G; Matrana MR; Sammarco E; Laguado MIZ; Galli L; Ansari J; Danielli L; Molina-Cerrillo J; Rescigno P; Yazgan SC; Bastos DA; Jazieh AR; Monteiro FSM; Soares A; Massari F; Wenzel M; Capoccetti F; Santoni M	BACKGROUND: Radioligand therapy with [(177)Lu]Lutetium-177-PSMA-617 ((177)Lu-PSMA) was recently introduced in clinical practice in the US, Latin America and in most European countries for progressive, metastatic castration-resistant prostate cancer (mCRPC). However, multicenter real-world data on cancer-control outcomes are scant. METHODS: Real-word data from the ARON-3 collaboration in progressive mCRPC patients treated with (177)Lu-PSMA vs. cabazitaxel were collected. A retrospective analysis was performed, including overall survival (OS), progression free survival (PFS), time to treatment failure (TTF) and PSA50/90 rates. RESULTS: Data from 285 (50.1 %) patients receiving (177)Lu-PSMA vs. 283 (49.9 %) cabazitaxel after one or two lines of ARPI and Docetaxel were analyzed. PSA50 and PSA90 rates were higher, and TTF and OS were significantly longer in (177)Lu-PSMA patients, even after multivariable adjustment (p ≤ 0.01). This effect held true for most subgroups such as age &lt; 70 and ≥ 70 years, ECOG 0-1, distant lymph nodes and one vs. two lines of prior ARPI. Incidence of grade 3-4 adverse events were comparable between both treatments (37 % vs. 43 % for (177)Lu-PSMA vs. cabazitaxel cohort p = 0.5) but differed according to the type of adverse events. Sensitivity analyses with cross-over adjustment showed similar effects. CONCLUSIONS: Analyzing the currently largest real-world cohort comparing (177)Lu-PSMA vs. cabazitaxel, we provided robust information of (177)Lu-PSMA being at least equally effective or possibly even superior to cabazitaxel regarding cancer-control outcomes with reasonable side effects.	Eur J Cancer	12/09/2025
10.3389/fnut.2025.1642913	Advanced lung cancer inflammation index as a new predictor for colon cancer in elderly patients: an NHANES-based study.	Zhong H; Chen Y; Wu W; Liu S; Fan Y; Liu H; Lin R; Wan J; He M	BACKGROUND: Nutritional and inflammatory status have both been implicated in colon cancer risk. The advanced lung cancer inflammation index (ALI) is a composite prognostic index that incorporates body mass index (BMI), serum albumin, and neutrophil-to-lymphocyte ratio (NLR), reflecting both nutritional and systemic inflammatory states. However, its role in predicting colon cancer prevalence in elderly individuals remains unclear. METHODS: We used the ALI as a composite marker reflecting both inflammation status and nutritional health. The ALI is calculated as BMI × serum albumin/NLR, where higher values indicate better nutritional status and lower systemic inflammation. To evaluate the association between ALI and colon cancer prevalence, we conducted multivariate logistic regression, applied an Extreme Gradient Boosting (XGBoost) machine learning model, and performed subgroup analyses. Additionally, a smoothed two-piece logistic regression model was used to identify the ALI threshold predictive of colon cancer. RESULTS: The study included 10,137 elderly participants, with a colon cancer prevalence of 2.45%. The ALI was significantly lower in the colon cancer group compared to those without (p &lt; 0.001). Multivariable logistic regression revealed a significant inverse association between ALI and colon cancer (p &lt; 0.05), with individuals in the highest ALI tertile experiencing a 67% lower risk compared to those in the lowest tertile (p for trend = 0.008). Generalized additive models showed a linear relationship, identifying an inflection point at 4.73 and a predictive threshold of 113.3. Sensitivity analyses confirmed the robustness of these findings, particularly among individuals aged over 70 years, females, unmarried individuals, alcohol consumers, and those with a BMI below 30. In the XGBoost model, ALI demonstrated the highest predictive value for colon cancer (AUC = 0.717), outperforming traditional demographic and clinical variables such as age and BMI. Furthermore, ALI showed a positive association with dietary health status (p &lt; 0.05) but was not significantly related to bowel habits. CONCLUSION: This study demonstrated that ALI, a nutritional-inflammation prognostic index, is significantly and inversely associated with the risk of colon cancer in older adults. Thus, ALI may serve as a promising, non-invasive biomarker for risk stratification, particularly among high-risk subgroups such as unmarried females, alcohol consumers, and those with lower BMI. Its strong predictive value, confirmed by machine learning, supports its potential role in personalized prevention. Further studies are required to explore underlying mechanisms, including dietary and microbial factors.	Front Nutr	01/01/2025
